2.999999999999999889e-01 5.736799999999999677e-01 8.473699999999999566e-01 1.121050000000000102e+00 1.394740000000000091e+00 1.668420000000000014e+00 1.942110000000000003e+00 2.215790000000000148e+00 2.489469999999999850e+00 2.763160000000000061e+00 3.036840000000000206e+00 3.310529999999999973e+00 3.584210000000000118e+00 3.857889999999999819e+00 4.131579999999999586e+00 4.405260000000000176e+00 4.678950000000000387e+00 4.952630000000000088e+00 5.226320000000000299e+00 5.500000000000000000e+00
2.999999999999999889e-01 5.736799999999999677e-01 8.473699999999999566e-01 1.121050000000000102e+00 1.394740000000000091e+00 1.668420000000000014e+00 1.942110000000000003e+00 2.215790000000000148e+00 2.489469999999999850e+00 2.763160000000000061e+00 3.036840000000000206e+00 3.310529999999999973e+00 3.584210000000000118e+00 3.857889999999999819e+00 4.131579999999999586e+00 4.405260000000000176e+00 4.678950000000000387e+00 4.952630000000000088e+00 5.226320000000000299e+00 5.500000000000000000e+00
2.999999999999999889e-01 5.736799999999999677e-01 8.473699999999999566e-01 1.121050000000000102e+00 1.394740000000000091e+00 1.668420000000000014e+00 1.942110000000000003e+00 2.215790000000000148e+00 2.489469999999999850e+00 2.763160000000000061e+00 3.036840000000000206e+00 3.310529999999999973e+00 3.584210000000000118e+00 3.857889999999999819e+00 4.131579999999999586e+00 4.405260000000000176e+00 4.678950000000000387e+00 4.952630000000000088e+00 5.226320000000000299e+00 5.500000000000000000e+00
2.999999999999999889e-01 5.736799999999999677e-01 8.473699999999999566e-01 1.121050000000000102e+00 1.394740000000000091e+00 1.668420000000000014e+00 1.942110000000000003e+00 2.215790000000000148e+00 2.489469999999999850e+00 2.763160000000000061e+00 3.036840000000000206e+00 3.310529999999999973e+00 3.584210000000000118e+00 3.857889999999999819e+00 4.131579999999999586e+00 4.405260000000000176e+00 4.678950000000000387e+00 4.952630000000000088e+00 5.226320000000000299e+00 5.500000000000000000e+00
2.999999999999999889e-01 5.736799999999999677e-01 8.473699999999999566e-01 1.121050000000000102e+00 1.394740000000000091e+00 1.668420000000000014e+00 1.942110000000000003e+00 2.215790000000000148e+00 2.489469999999999850e+00 2.763160000000000061e+00 3.036840000000000206e+00 3.310529999999999973e+00 3.584210000000000118e+00 3.857889999999999819e+00 4.131579999999999586e+00 4.405260000000000176e+00 4.678950000000000387e+00 4.952630000000000088e+00 5.226320000000000299e+00 5.500000000000000000e+00
2.999999999999999889e-01 5.736799999999999677e-01 8.473699999999999566e-01 1.121050000000000102e+00 1.394740000000000091e+00 1.668420000000000014e+00 1.942110000000000003e+00 2.215790000000000148e+00 2.489469999999999850e+00 2.763160000000000061e+00 3.036840000000000206e+00 3.310529999999999973e+00 3.584210000000000118e+00 3.857889999999999819e+00 4.131579999999999586e+00 4.405260000000000176e+00 4.678950000000000387e+00 4.952630000000000088e+00 5.226320000000000299e+00 5.500000000000000000e+00
2.999999999999999889e-01 5.736799999999999677e-01 8.473699999999999566e-01 1.121050000000000102e+00 1.394740000000000091e+00 1.668420000000000014e+00 1.942110000000000003e+00 2.215790000000000148e+00 2.489469999999999850e+00 2.763160000000000061e+00 3.036840000000000206e+00 3.310529999999999973e+00 3.584210000000000118e+00 3.857889999999999819e+00 4.131579999999999586e+00 4.405260000000000176e+00 4.678950000000000387e+00 4.952630000000000088e+00 5.226320000000000299e+00 5.500000000000000000e+00
2.999999999999999889e-01 5.736799999999999677e-01 8.473699999999999566e-01 1.121050000000000102e+00 1.394740000000000091e+00 1.668420000000000014e+00 1.942110000000000003e+00 2.215790000000000148e+00 2.489469999999999850e+00 2.763160000000000061e+00 3.036840000000000206e+00 3.310529999999999973e+00 3.584210000000000118e+00 3.857889999999999819e+00 4.131579999999999586e+00 4.405260000000000176e+00 4.678950000000000387e+00 4.952630000000000088e+00 5.226320000000000299e+00 5.500000000000000000e+00
2.999999999999999889e-01 5.736799999999999677e-01 8.473699999999999566e-01 1.121050000000000102e+00 1.394740000000000091e+00 1.668420000000000014e+00 1.942110000000000003e+00 2.215790000000000148e+00 2.489469999999999850e+00 2.763160000000000061e+00 3.036840000000000206e+00 3.310529999999999973e+00 3.584210000000000118e+00 3.857889999999999819e+00 4.131579999999999586e+00 4.405260000000000176e+00 4.678950000000000387e+00 4.952630000000000088e+00 5.226320000000000299e+00 5.500000000000000000e+00
2.999999999999999889e-01 5.736799999999999677e-01 8.473699999999999566e-01 1.121050000000000102e+00 1.394740000000000091e+00 1.668420000000000014e+00 1.942110000000000003e+00 2.215790000000000148e+00 2.489469999999999850e+00 2.763160000000000061e+00 3.036840000000000206e+00 3.310529999999999973e+00 3.584210000000000118e+00 3.857889999999999819e+00 4.131579999999999586e+00 4.405260000000000176e+00 4.678950000000000387e+00 4.952630000000000088e+00 5.226320000000000299e+00 5.500000000000000000e+00
