0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.454475838695987872e-02 -1.098896735641198379e-02 -3.786516725756833290e-04 2.693716988925180453e-02 2.277449900984298073e-02 9.522991009508010446e-03 1.800580352274054954e-02 2.438228572447554213e-02 3.088959736742195525e-02 3.671895929298493733e-02 4.155047392424153496e-02 4.615662758137939470e-02 5.023180708126494254e-02 5.134834706091073731e-02 5.514723100653808052e-02 5.852831107586195514e-02 6.425089398526234730e-02 7.048118700796716929e-02 8.095807279782608890e-02 8.598380888540892164e-02
-2.005758886257293441e-02 -7.180951414108523168e-03 -5.001984354750591000e-04 1.973411538337406859e-02 2.337710342016703982e-02 1.123310843560420408e-02 1.878910030655564153e-02 2.668547156049983979e-02 3.440908171861394027e-02 4.175948599080019086e-02 4.890991037754055526e-02 5.536631762607073515e-02 6.152871027097937817e-02 6.707717598512244472e-02 7.168668761020692559e-02 7.641694873351766171e-02 7.999449849571409199e-02 8.319323106433373916e-02 8.522878422243392038e-02 1.009626266805792871e-01
-2.194975947748542891e-02 -9.422797924256239369e-03 -4.395875815923842855e-03 1.025567540463660082e-02 2.325421702987762532e-02 1.337235516133126675e-02 1.891249853100339731e-02 2.772471478630993483e-02 3.611598036451811600e-02 4.460954645740210223e-02 5.276106923972088969e-02 6.075369545379913361e-02 6.830511541929959463e-02 7.554220222959659448e-02 8.230009183275290019e-02 8.852153407924713557e-02 9.441727162920120209e-02 9.975349725523381672e-02 1.045867557444654511e-01 1.084869782846035330e-01
-1.835770925414912866e-02 -6.676240034267854132e-03 -8.990634682170641975e-03 2.738111607016223414e-03 2.240574323279139260e-02 1.601485150230705021e-02 1.861048682668254087e-02 2.772516667546093619e-02 3.679474529803991589e-02 4.573867882991515532e-02 5.461609238131280575e-02 6.332071489857783730e-02 7.180497703971683299e-02 7.998915219011461242e-02 8.786137068893115631e-02 9.536772913463584245e-02 1.024722337479875012e-01 1.091635835729536791e-01 1.154813544330829528e-01 1.213427131642084295e-01
-1.945208405757106393e-02 -2.093652033967871584e-03 -1.161992649220195198e-02 -5.683455501878764693e-03 2.135540305362515837e-02 1.917930392620441696e-02 1.799761868847829169e-02 2.727318678001054361e-02 3.659040976458068084e-02 4.580792840013743483e-02 5.504014593515507703e-02 6.414589554806740535e-02 7.313361333152498811e-02 8.188308812592527686e-02 9.038490433258410117e-02 9.860001884457139654e-02 1.064940780503194767e-01 1.140469720096219247e-01 1.212391893873311227e-01 1.280597376315684710e-01
-1.813242779028223853e-02 -4.355930781300920707e-03 -9.202985239093720848e-03 3.117834408447896916e-03 2.099322505173036382e-02 2.259576561143860837e-02 1.762045769329921227e-02 2.657815349544656244e-02 3.559244140128782485e-02 4.519436988622664575e-02 5.448543128660593426e-02 6.381302800742642833e-02 7.304074861576619060e-02 8.212510980323192711e-02 9.098878787054993922e-02 9.962372809164694865e-02 1.079942227228992829e-01 1.160839801354477258e-01 1.238733621517394551e-01 1.313485706403240971e-01
-1.871147732072224804e-02 -6.700409614747019835e-03 -4.708766365374768281e-03 2.376136644589843180e-02 1.984047937912130841e-02 2.534085889855389531e-02 1.782286421041849936e-02 2.541250163703663925e-02 3.420404782341611438e-02 4.396821749083601460e-02 5.336188420119371278e-02 6.270099526861597217e-02 7.203769509460747344e-02 8.127903890630930328e-02 9.035635294552281371e-02 9.923023031401007055e-02 1.078907463155139440e-01 1.163126339917878865e-01 1.244744472080911296e-01 1.323653126541006475e-01
-1.837906096709551393e-02 -5.966657712323205839e-03 -2.556304447812955682e-03 1.682943677510869221e-02 1.677656089932310843e-02 2.653138140791671748e-02 1.858412866484262030e-02 2.393186548591818771e-02 3.273245442447923759e-02 4.226139046306608138e-02 5.179347334600570285e-02 6.112853120850089694e-02 7.042004150485127456e-02 7.971024789620083373e-02 8.888528687404570472e-02 9.789013796100939913e-02 1.067053076817480323e-01 1.153170865676822893e-01 1.237034430984696037e-01 1.318508515959167515e-01
-1.756717376735520905e-02 -4.852236107217720168e-03 -1.268681767008228434e-03 1.341394832384917163e-03 1.248603290864834861e-02 2.610971876620403129e-02 2.017348262500013797e-02 2.260919684207941469e-02 3.112546187296559921e-02 4.026647241468409022e-02 4.988284450228383515e-02 5.918499747587993576e-02 6.844885347450106738e-02 7.764279176938165827e-02 8.683500395554218099e-02 9.589301621750077886e-02 1.047818166731205730e-01 1.134902020465840405e-01 1.220071323632074406e-01 1.303173509332380964e-01
-1.789700873975275802e-02 -4.301128514227457039e-03 -2.332963868263253360e-04 -1.199531655785245933e-02 9.214446027038240838e-03 2.482750558638895447e-02 2.276732704494826773e-02 2.166359449154587127e-02 2.935176038294822279e-02 3.815656451854353148e-02 4.769361847742284444e-02 5.698932773571388499e-02 6.616243674158438226e-02 7.530296195525497394e-02 8.436995226614728283e-02 9.342346151819265476e-02 1.023360381029486121e-01 1.110813779460912282e-01 1.196586774840560502e-01 1.280506069193429186e-01
-1.829608892658991445e-02 -4.649105308937098724e-03 -4.590473715156556667e-04 -1.402386837893385488e-02 1.374222905306242762e-02 2.318741658625672261e-02 2.568763895144964352e-02 2.115429912924820730e-02 2.763026017861472741e-02 3.600787809204533674e-02 4.531936046608439628e-02 5.460235793383298730e-02 6.367503656945058821e-02 7.271451864059387538e-02 8.170317904639363971e-02 9.061850891827973042e-02 9.950524067154171981e-02 1.082512662079715277e-01 1.168350274092835733e-01 1.252541749633838131e-01
-1.869505240206196725e-02 -5.800115421566685858e-03 -1.006886986264922401e-03 -6.574039294269288028e-03 3.877883599298542761e-02 2.096953201409582426e-02 2.764350065298449080e-02 2.105136178414880252e-02 2.604392319263907143e-02 3.387800149977548969e-02 4.283801965525831090e-02 5.207515762445644181e-02 6.104744335110605380e-02 6.995559898950283462e-02 7.883854410292087667e-02 8.765573251790029219e-02 9.640429706249513397e-02 1.051063882993531345e-01 1.136718030833050869e-01 1.220764752130711756e-01
-1.905218894367662411e-02 -6.265366184543633490e-03 -5.823006091300701736e-04 2.165188044895467734e-04 2.958753486530319929e-02 1.803667817905761292e-02 2.787483342785639431e-02 2.202071788259180388e-02 2.476399386179170201e-02 3.186901680851131347e-02 4.033018710928749917e-02 4.944579196601657511e-02 5.836453947858090407e-02 6.711890549151360019e-02 7.586099616042821236e-02 8.457223314155144778e-02 9.320725934607464180e-02 1.017743770374851114e-01 1.102839332931258992e-01 1.186558239621336580e-01
